mol_id,smile,energy
1577038,Br[CH2:10][CH2:9][CH2:7][CH2:5][CH2:2][C:1]([O:3][CH2:6][CH3:8])=[O:4],-894.3317739
1577039,Br[CH2:12][CH2:10][CH2:7][CH2:4][O:2][CH2:1][c:3]1[cH:5][cH:8][cH:11][cH:9][cH:6]1,-501.3789275
1577040,Br[CH2:12][CH2:10][CH2:7][CH2:4][O:2][CH2:1][c:3]1[cH:5][cH:8][cH:11][cH:9][cH:6]1,-816.6764022
1577041,Br[CH2:12][CH2:10][CH2:7][CH2:4][O:2][CH2:1][c:3]1[cH:5][cH:8][cH:11][cH:9][cH:6]1,-851.1266595
1577042,Br[CH2:3][CH2:1][CH2:2][C:4]#[N:5],-223.804481
1577043,Br[CH2:13][CH2:11][CH2:8][CH2:5][CH2:2][C:1](=[O:3])[N:4]1[CH2:6][CH2:9][O:12][CH2:10][CH2:7]1,-609.8690881
1577044,Br[CH2:7][CH2:4][CH2:2][O:1][CH:3]1[CH2:5][CH2:8][CH2:10][CH2:9][O:6]1,-812.0719049
1577045,Br[CH2:3][CH2:1][CH2:2][CH:4]=[CH2:5],-208.9775589
1577046,Br[CH2:1][CH:2]1[CH2:3][CH2:5][CH2:7][CH2:6][CH2:4]1,-287.5739967
1577049,I[CH2:10][CH2:9][CH2:7][CH2:5][CH2:2][C:1]([O:3][CH2:6][CH3:8])=[O:4],-475.4337284
1796739,Cl[Sn](Cl)([C:1]1=[CH:2][CH:4]=[CH:6][CH:5]=[CH:3]1)Cl,-651.3891966
1796740,Cl[Sn](Cl)([C:1]1=[CH:2][CH:4]=[CH:6][CH:5]=[CH:3]1)Cl,-651.388502
1796741,Cl[Sn](Cl)([C:1]1=[CH:2][CH:4]=[CH:6][CH:5]=[CH:3]1)Cl,-651.379226
1796743,Cl[Sn](Cl)([C:1]1=[CH:2][CH:4]=[CH:6][CH:5]=[CH:3]1)Cl,-613.2864488
1796744,Cl[Sn](Cl)([C:1]1=[CH:2][CH:4]=[CH:6][CH:5]=[CH:3]1)Cl,-538.11282
1796745,Cl[Sn](Cl)([C:1]1=[CH:2][CH:4]=[CH:6][CH:5]=[CH:3]1)Cl,-538.1143
1796747,Cl[Sn](Cl)([C:1]1=[CH:2][CH:4]=[CH:6][CH:5]=[CH:3]1)Cl,-319.8250468
1796748,Cl[Sn](C=C)(Cl)[CH:1]=[CH2:2],-497.8555703
1663293,OB([C:1]1=[C:2]([CH3:4])[CH:5]=[CH:7][CH:6]=[CH:3]1)O,-731.1164886
1663297,[CH3:2][CH:1]([C:4]1=[C:5](Br)[C:7]([CH:9]([CH3:13])[CH3:12])=[CH:10][C:8]([CH:11]([CH3:15])[CH3:14])=[CH:6]1)[CH3:3],-598.2223936
1663298,[CH3:2][CH:1]([C:4]1=[C:5](Br)[C:7]([CH:9]([CH3:13])[CH3:12])=[CH:10][C:8]([CH:11]([CH3:15])[CH3:14])=[CH:6]1)[CH3:3],-970.030832
1663299,[CH3:2][CH:1]([C:4]1=[C:5](Br)[C:7]([CH:9]([CH3:13])[CH3:12])=[CH:10][C:8]([CH:11]([CH3:15])[CH3:14])=[CH:6]1)[CH3:3],-1047.384224
1663300,OB([C:1]1=[C:2]([CH3:4])[CH:5]=[CH:8][CH:7]=[C:3]1[CH3:6])O,-770.4011022
1663303,OB([C:1]1=[C:2]([CH3:4])[CH:5]=[CH:7][CH:6]=[CH:3]1)O,-855.7865901
1663304,OB([C:1]1=[C:2]([CH3:4])[CH:5]=[CH:7][CH:6]=[CH:3]1)O,-659.3642599
1663305,OB([C:1]1=[C:2]([C:5]2=[CH:8][CH:10]=[CH:12][CH:11]=[CH:9]2)[CH:4]=[CH:7][CH:6]=[CH:3]1)O,-850.951584
1663306,[CH3:2][CH:1]([C:4]1=[C:5](Br)[C:7]([CH:9]([CH3:13])[CH3:12])=[CH:10][C:8]([CH:11]([CH3:15])[CH3:14])=[CH:6]1)[CH3:3],-816.5049136
1663309,OB([C:1]1=[C:2]([CH3:4])[CH:5]=[CH:7][CH:6]=[CH:3]1)O,-973.6437255
1663310,OB([C:1]1=[C:2]([C:5]2=[CH:8][CH:10]=[CH:12][CH:11]=[CH:9]2)[CH:4]=[CH:7][CH:6]=[CH:3]1)O,-1165.228391
1663311,CC(C)(OB([C:1]1=[CH:2][CH:4]=[CH:6][CH:5]=[CH:3]1)O2)C2(C)C,-632.4797628
1663312,CC(C)(OB([C:1]1=[CH:2][C:4]([OH:6])=[CH:7][CH:5]=[CH:3]1)O2)C2(C)C,-616.6861769
1663313,CC(C)(OB([C:1]1=[CH:2][C:4]([C:6]([F:9])([F:10])[F:8])=[CH:7][CH:5]=[CH:3]1)O2)C2(C)C,-1120.877611
1663314,[CH3:2][O:1][C:3]1=[C:4](B2OC(C)(C)C(C)(C)O2)[CH:6]=[CH:8][CH:7]=[CH:5]1,-718.9812894
1663315,OB([C:1]1=[C:2]([C:5]2=[CH:8][CH:10]=[CH:12][CH:11]=[CH:9]2)[CH:4]=[CH:7][CH:6]=[CH:3]1)O,-785.9767756
1663316,OB([C:1]1=[CH:2][CH:4]=[C:6]([N:7]([CH3:9])[CH3:8])[CH:5]=[CH:3]1)O,-824.5310199
1663317,OB([C:1]1=[C:2]([O:4][CH3:8])[CH:5]=[CH:9][CH:7]=[C:3]1[O:6][CH3:10])O,-919.5449344
1663318,[CH3:2][O:1][C:3]1=[C:4](B(O)O)[CH:6]=[CH:8][CH:7]=[CH:5]1,-805.0985635
1663319,[CH3:2][O:1][C:3]1=[C:4](B(O)O)[CH:6]=[CH:8][CH:7]=[CH:5]1,-690.6275787
1663321,OB([C:1]1=[C:2]([CH3:4])[CH:5]=[CH:8][CH:7]=[C:3]1[CH3:6])O,-580.8020243
1663322,[CH3:1][C:2]1=[C:3]([C:6]2=[CH:9][CH:11]=[CH:13][CH:12]=[CH:10]2)[CH:5]=[CH:8][CH:7]=[C:4]1Cl,-963.9751031
1663323,OB([C:1]1=[CH:2][C:4]([C:6]([CH3:8])=[O:9])=[CH:7][CH:5]=[CH:3]1)O,-729.9225218
1663324,OB([C:1]1=[C:2]([CH3:4])[CH:5]=[CH:7][CH:6]=[CH:3]1)O,-616.6685522
1663325,OB([C:1]1=[C:2]([C:5]2=[CH:8][CH:10]=[CH:12][CH:11]=[CH:9]2)[CH:4]=[CH:7][CH:6]=[CH:3]1)O,-808.2567284
1663326,OB([C:1]1=[C:2]([C:5]2=[CH:8][CH:10]=[CH:12][CH:11]=[CH:9]2)[CH:4]=[CH:7][CH:6]=[CH:3]1)O,-808.2573653
1663327,[CH3:2][O:1][C:3]1=[C:4](Cl)[C:6]([O:8][CH3:10])=[CH:9][CH:7]=[CH:5]1,-922.6995026
1663328,OB([C:1]1=[C:2]([CH3:4])[CH:5]=[CH:8][CH:7]=[C:3]1[CH3:6])O,-655.9567345
1663329,Cl[C:1]1=[C:2]([CH3:4])[CH:5]=[CH:8][CH:7]=[C:3]1[CH3:6],-640.7113413
1663330,OB([C:1]1=[C:2]([F:4])[CH:5]=[C:7]([F:8])[CH:6]=[CH:3]1)O,-775.7798588
1663331,OB([C:1]1=[C:2]([F:4])[C:5]([F:7])=[CH:8][CH:6]=[CH:3]1)O,-1113.43094
1663332,OB([C:1]1=[C:2]([F:4])[CH:5]=[C:7]([F:8])[CH:6]=[CH:3]1)O,-716.6559723
1663333,OB([C:1]1=[C:2]([F:4])[C:5]([F:7])=[CH:8][CH:6]=[CH:3]1)O,-774.5727694
1663334,[CH3:7][CH2:4][CH2:2][CH2:1][C:3]1=[CH:5][CH:8]=[C:10](Cl)[CH:9]=[CH:6]1,-423.9941294
1663335,OB([C:1]1=[CH:3][N:5]=[CH:6][CH:4]=[CH:2]1)O,-518.243881
1663336,[CH3:2][O:1][C:3]1=[C:4](Cl)[C:6]([O:8][CH3:10])=[CH:9][CH:7]=[CH:5]1,-707.8428943
1663337,OB([C:1]1=[CH:3][N:5]=[CH:6][CH:4]=[CH:2]1)O,-815.8499071
1663338,OB([C:1]1=[CH:3][N:5]=[CH:6][CH:4]=[CH:2]1)O,-596.8200198
1663339,OB(O)/[CH:5]=[CH:3]/[CH2:1][CH2:2][CH2:4][CH2:6][CH2:7][CH3:8],-473.537768
1663340,[N:2]#[C:1][C:3]1=[CH:4][C:6](Br)=[C:8]([F:9])[CH:7]=[CH:5]1,-736.4713998
1663341,OB(O)/[CH:2]=[CH:1]/[C:3]1=[CH:4][CH:6]=[CH:8][CH:7]=[CH:5]1,-618.858333
1663342,OB(O)/[CH:2]=[CH:1]/[C:3]1=[CH:4][CH:6]=[CH:8][CH:7]=[CH:5]1,-658.1427841
1663343,OB(O)/[CH:2]=[CH:1]/[C:3]1=[CH:4][CH:6]=[CH:8][CH:7]=[CH:5]1,-595.6051053
1435360,CC(O[CH:1]([C:3]1=[CH:5][CH:8]=[CH:12][CH:9]=[CH:6]1)/[CH:2]=[CH:4]/[C:7]2=[CH:10][CH:13]=[CH:15][CH:14]=[CH:11]2)=O,-495.9073549
1435372,CC(O[CH:1]1[CH2:2][CH2:4][CH2:6][CH:5]=[CH:3]1)=O,-495.9076337
1435378,[CH3:3][CH:1](/[CH:2]=[CH:4]/[CH3:5])OC(C)=O,-495.9073549
1435382,CC(O[CH:1]1[CH2:2][CH2:4][CH:5]=[CH:3]1)=O,-422.89662
1435390,[CH2:4]=[CH:2][CH:1]([C:3]1=[CH:5][CH:7]=[CH:9][CH:8]=[CH:6]1)OC(C)=O,-495.9073549
1435391,[CH2:4]=[CH:2][CH:1]([C:3]1=[CH:6][CH:9]=[CH:10][C:7]2=[C:5]1[CH:8]=[CH:12][CH:13]=[CH:11]2)OC(C)=O,-495.9076337
1554276,CC1(COB([C:1]2=[CH:2][CH:4]=[CH:6][CH:5]=[CH:3]2)OC1)C,-846.3444588
1554277,CC1(COB([C:1]2=[CH:2][CH:4]=[CH:6][CH:5]=[CH:3]2)OC1)C,-654.7607579
1554279,CC1(COB([C:1]2=[CH:2][CH:4]=[CH:6][CH:5]=[CH:3]2)OC1)C,-924.9161039
1554280,CC1(COB([C:1]2=[CH:2][CH:4]=[CH:6][CH:5]=[CH:3]2)OC1)C,-733.3210492
1554282,CC1(COB([C:1]2=[CH:2][CH:4]=[CH:6][CH:5]=[CH:3]2)OC1)C,-847.7680104
1554283,[O:3]=[C:1]([C:4]1=[CH:8][CH:10]=[C:12]([F:13])[CH:11]=[CH:9]1)[C:2]([CH3:6])([CH3:7])[CH3:5],-832.5248543
1554284,CC1(COB([C:1]2=[CH:2][CH:4]=[CH:6][CH:5]=[CH:3]2)OC1)C,-768.9935263
1554286,CC1(COB([C:1]2=[CH:2][CH:4]=[CH:6][CH:5]=[CH:3]2)OC1)C,-768.9963838
1554288,CC1(COB([C:1]2=[CH:2][CH:4]=[CH:6][CH:5]=[CH:3]2)OC1)C,-692.8353795
1554289,CC1(COB([C:1]2=[CH:2][CH:4]=[CH:6][CH:5]=[CH:3]2)OC1)C,-732.1143495
1554290,CC1(COB([C:1]2=[CH:2][CH:4]=[CH:6][CH:5]=[CH:3]2)OC1)C,-771.4074267
1554291,CC1(COB([C:1]2=[CH:2][CH:4]=[C:6]([O:7][CH3:8])[CH:5]=[CH:3]2)OC1)C,-846.5601786
1554292,[CH3:2][N:1]([C:4]1=[CH:5][CH:7]=[C:9](B2OCC(C)(C)CO2)[CH:8]=[CH:6]1)[CH3:3],-501.2464375
1554293,CC1(COB([C:1]2=[CH:2][CH:4]=[C:6]([F:7])[CH:5]=[CH:3]2)OC1)C,-831.3139565
1554294,[F:2][C:1]([F:4])([C:5]1=[CH:6][CH:8]=[C:10](B2OCC(C)(C)CO2)[CH:9]=[CH:7]1)[F:3],-501.2464375
1554295,[CH3:1][C:2]1=[C:3](B2OCC(C)(C)CO2)[CH:5]=[CH:7][CH:6]=[CH:4]1,-642.4520908
1554296,CC1(COB([C:1]2=[CH:3][CH:6]=[CH:7][C:4]3=[C:2]2[CH:5]=[CH:9][CH:10]=[CH:8]3)OC1)C,-885.636187
1376523,[CH3:12][CH2:10][CH2:7][CH2:4][CH2:2][CH2:1][C:3]1=[CH:6][CH:9]=[C:8]([C:11]2=[CH:13][CH:15]=[C:16](Br)[S:14]2)[S:5]1,-576.7284728
1376524,[F:3][C:1]([F:4])([C:5]1=[CH:10][CH:15]=[C:14]([C:19]2=[CH:23][CH:28]=[C:29](Br)[S:24]2)[S:9]1)[C:2]([F:7])([F:8])[C:6]([F:12])([F:13])[C:11]([F:17])([F:18])[C:16]([F:21])([F:22])[C:20]([F:26])([F:27])[F:25],-1866.246795
1376526,[F:3][C:1]([F:4])([C:5]1=[CH:10][CH:15]=[C:14]([C:19]2=[CH:23][CH:28]=[C:29](Br)[S:24]2)[S:9]1)[C:2]([F:7])([F:8])[C:6]([F:12])([F:13])[C:11]([F:17])([F:18])[C:16]([F:21])([F:22])[C:20]([F:26])([F:27])[F:25],-1866.246291
1376527,CCCC[Sn](CCCC)([C:1]1=[CH:3][CH:5]=[C:4]([C:6]2=[CH:8][CH:10]=[C:9]([C:11]([F:13])([F:14])[C:12]([F:16])([F:17])[C:15]([F:19])([F:20])[C:18]([F:22])([F:23])[C:21]([F:25])([F:26])[C:24]([F:28])([F:29])[F:27])[S:7]2)[S:2]1)CCCC,-3706.150244
1376529,CCCC[Sn](CCCC)([C:1]1=[CH:3][CH:5]=[C:4]([C:6]([F:8])([F:9])[C:7]([F:11])([F:12])[C:10]([F:14])([F:15])[C:13]([F:17])([F:18])[C:16]([F:20])([F:21])[C:19]([F:23])([F:24])[F:22])[S:2]1)CCCC,-3542.519488
1376532,[F:4][C:1]([C:3]([F:10])([F:11])[C:9]([F:16])([C:17]1=[C:21]([C:24]2=[CH:27][CH:29]=[C:28](Br)[S:26]2)[S:23][CH:25]=[CH:22]1)[F:15])([F:5])[C:2]([F:7])([F:8])[C:6]([F:13])([F:14])[C:12]([F:19])([F:20])[F:18],-1866.244322
1376533,[CH3:14][CH2:11][CH2:7][CH2:4][CH2:2][CH2:1][C:3]1=[C:5]([C:9]2=[CH:12][CH:15]=[C:16](Br)[S:13]2)[S:8][CH:10]=[CH:6]1,-576.7283456
1376534,CCCC[Sn](CCCC)([C:1]1=[CH:3][CH:5]=[C:4]([C:6]([F:8])([F:9])[C:7]([F:11])([F:12])[C:10]([F:14])([F:15])[C:13]([F:17])([F:18])[C:16]([F:20])([F:21])[C:19]([F:23])([F:24])[F:22])[S:2]1)CCCC,-1853.665679
1515549,CCCC[Sn](CCCC)([C:1]1=[CH:3][CH:5]=[C:4]([C:6]2=[CH:7][CH:9]=[C:11]([O:12][C:13]([CH3:15])([CH3:16])[CH3:14])[CH:10]=[CH:8]2)[S:2]1)CCCC,-2092.991885
1515563,[CH3:31][CH2:29][CH2:26][CH2:22][CH2:18][CH2:15][CH2:12][CH2:8][CH:4]([CH2:7][CH2:11][CH2:14][CH2:17][CH2:21][CH2:25][CH2:28][CH2:30][CH2:32][CH3:33])[CH2:2][O:1][C:3]1=[CH:5][CH:9]=[C:13]([C:16]2=[CH:19][CH:23]=[C:27](B(O)O)[CH:24]=[CH:20]2)[CH:10]=[CH:6]1,-2017.826535
1964725,OB([C:1]1=[CH:2][CH:4]=[C:6]([O:7][CH3:8])[CH:5]=[CH:3]1)O,-616.6727174
1964730,Br[C:1]1=[CH:2][CH:4]=[CH:6][CH:5]=[CH:3]1,-654.9842905
5313989,Br[C:1]1=[C:2]([CH3:4])[CH:5]=[C:8]([CH3:9])[CH:7]=[C:3]1[CH3:6],-1577.05519
5313995,[O:1]=[C:2]([C@@:3]1([H])[C@:5]2([H])[C@@H:8]3[CH2:9][C@H:6]1[CH2:10][CH2:12]3)[O:4][C:7]2=[O:11],-574.2389488
5218254,[CH3:6][C:4]([O:2][CH2:1][CH2:3][CH2:5][C:8]#[CH:9])=[O:7],-242.0197441
5218255,[CH3:6][C:4]([O:2][CH2:1][CH2:3][CH2:5][C:8]#[CH:9])=[O:7],-467.6123602
5218256,[CH3:6][C:4]([O:2][CH2:1][CH2:3][CH2:5][C:8]#[CH:9])=[O:7],-353.1343081
5218258,[OH:9][C:7]([CH2:5][CH2:3][CH2:1][CH2:2][CH2:4][CH2:6][C:8]#[CH:11])=[O:10],-242.0201003
5218259,[O:5]=[S:2]([N:1]([CH2:4][CH2:10][CH2:15][CH2:19][C:21]#[CH:23])[C@@H:3]([CH3:9])[C:8]([O:13][CH3:18])=[O:14])([C:7]1=[CH:11][CH:16]=[C:20]([CH3:22])[CH:17]=[CH:12]1)=[O:6],-242.019744
5218260,[CH3:4][SiH:1]([O:3][CH2:6][CH3:8])[O:2][CH2:5][CH3:7],-353.1328048
5218262,[CH:7]#[C:4][CH2:2][CH2:1][C:3]1=[C:5]([Br:8])[CH:9]=[CH:11][CH:10]=[CH:6]1,-467.6123602
5218264,[CH3:3][Si:1]([C:4]1=[CH:7][CH:13]=[CH:20][CH:14]=[CH:8]1)([C:5]2=[CH:9][CH:15]=[CH:21][CH:16]=[CH:10]2)[O:2][C@@H:6]([CH2:12][CH2:19][CH2:23][CH2:18]3)[C@H:11]3[C:17]#[CH:22],-1360.834024
5218265,[CH:10]#[C:7][CH2:4][CH2:2][CH2:1][CH:3]([CH:6]=[CH:9]1)[CH2:5][CH2:8][C:11]1=[O:12],-467.6123602
5218266,[O:9]=[C:6]([O:8][CH3:11])[CH2:4][CH2:2][CH2:1][CH2:3][CH2:5][CH2:7][CH2:10][CH2:12][C:13]#[CH:14],-619.2585213
5218267,[OH:11][CH:7]([CH2:10][C:13]#[CH:14])[CH2:4][O:2][CH2:1][C:3]1=[CH:5][CH:8]=[CH:12][CH:9]=[CH:6]1,-970.7304828
5218268,[CH:11]#[C:9][CH2:7][CH2:5][CH2:3][CH2:1][CH2:2][C:4]#[C:6][CH2:8][CH2:10][OH:12],-503.5108443
5218273,[OH:4][CH:1]([CH2:3][CH3:6])[CH2:2][C:5]#[C:7][CH3:8],-661.6121622
5218274,[CH3:7][C:3]([CH3:8])([CH3:9])[Si:1]([C:4]1=[CH:10][CH:16]=[CH:22][CH:17]=[CH:11]1)([C:5]2=[CH:12][CH:18]=[CH:23][CH:19]=[CH:13]2)[O:2][CH:6]([CH2:15][CH2:21][CH2:25][CH2:27][CH2:29][CH3:32])[C:14]#[C:20][CH2:24][O:26][C:28]([CH3:30])=[O:31],-467.6123602
5218275,[CH3:2][SiH:1]([CH3:3])OCC,-550.4963297
5218276,[CH3:10][CH2:8][CH2:6][CH2:4][CH2:2][CH2:1][CH2:3][C:5]#[C:7][CH2:9][OH:11],-708.8081879
5218277,[OH:3][CH:1]([C:4]1=[CH:6][CH:9]=[CH:11][CH:10]=[CH:7]1)[C:2]#[C:5][CH3:8],-461.8848601
5218278,[OH:3][CH:1]([C:4]1=[CH:6][CH:9]=[CH:11][CH:10]=[CH:7]1)[C:2]#[C:5][CH3:8],-703.9794804
5218279,[OH:3][CH:1]([C:4]1=[CH:6][CH:9]=[CH:11][CH:10]=[CH:7]1)[C:2]#[C:5][CH3:8],-817.0071747
5218280,[OH:12][C@@H:7]([C:11]#[C:15][CH2:18][CH2:21][CH2:22][C:23]1=[CH:24][CH:26]=[CH:28][CH:27]=[CH:25]1)[C@H:4]([CH2:8][CH2:13][CH2:16][CH3:19])[O:2][CH2:1][C:3]2=[CH:5][CH:9]=[C:14]([O:17][CH3:20])[CH:10]=[CH:6]2,-355.0465094
5218282,[OH:4][CH:1]([C:3]#[C:7][CH2:9][CH3:10])/[C:2]([CH3:6])=[CH:5]/[CH3:8],-426.2097178
5218283,[OH:11][CH:7]([C:10]#[C:13][CH:14]1[CH2:15][CH2:17][CH2:18][CH2:16]1)[CH2:4][O:2][CH2:1][C:3]2=[CH:5][CH:8]=[CH:12][CH:9]=[CH:6]2,-771.5292722
5218284,[CH3:4]/[C:1]([C:3]#[C:6][CH2:9][OH:11])=[CH:2]\[C:5]([O:7][CH3:10])=[O:8],-536.0763433
5218285,[O:4]=[C:1]([CH2:3][CH3:6])[C:2]#[C:5][CH2:7][CH3:8],-347.6673098
5218286,[CH3:4][SiH:2]([CH3:5])[CH2:1][C:3]1=[CH:6][CH:8]=[CH:9][O:7]1,-700.5800601
5218287,[O:8]=[C:4]([C:7]#[C:11][CH3:13])[CH2:2][CH2:1][C:3]1=[CH:5][CH:9]=[CH:12][CH:10]=[CH:6]1,-740.8349323
5218288,[O:4]=[C:1]([O:3][CH2:6][CH3:8])[C:2]#[C:5][CH2:7][CH3:9],-315.758364
5218289,[O:4]=[C:1]([O:3][CH2:6][CH3:8])[C:2]#[C:5][CH2:7][CH3:9],-890.5471115
5218290,[CH3:10][CH2:7][CH2:4][CH:1]([C:3]#[C:6][C:9]([CH3:13])=[O:14])[O:2][CH2:5][C:8]1=[CH:11][CH:15]=[CH:17][CH:16]=[CH:12]1,-732.2554361
5218291,[OH:6][CH:3]([CH:5]([CH3:10])[CH3:9])[C:1]#[C:2][C:4]([O:7][CH3:11])=[O:8],-892.4265405
5218292,[OH:4][CH:1]([CH2:3][CH3:6])[C:2]#[C:5][C:7]([O:8][CH3:10])=[O:9],-498.0093402
5218293,[CH3:4][SiH:2]([CH3:5])[CH2:1][C:3]1=[CH:6][CH:8]=[CH:10][CH:9]=[CH:7]1,-355.0476335
5178146,Br[CH:1]1[CH2:3][CH2:6][C:4]2=[CH:7][CH:9]=[C:8]([CH3:10])[CH:5]=[C:2]12,-249.4950171
5178147,Br[CH:1]1[CH2:3][CH2:6][C:4]2=[CH:7][C:9]([Cl:10])=[CH:8][CH:5]=[C:2]12,-359.32371
5178148,Br[CH:1]1[CH2:3][CH2:6][C:4]2=[CH:7][CH:9]=[CH:8][CH:5]=[C:2]12,-223.804481
5178149,Br[CH:1]1[CH2:3][CH2:6][C:4]2=[CH:7][CH:9]=[CH:8][CH:5]=[C:2]12,-263.8736068
5178150,Br[CH:1]1[CH2:3][CH2:6][C:4]2=[CH:7][C:9]([C:10]#[N:11])=[CH:8][CH:5]=[C:2]12,-453.4727898
5178151,Br[CH:1]([CH2:3]1)[C:2]2=[CH:5][CH:8]=[CH:10][C:7]3=[CH:11][CH:12]=[CH:9][C:6]1=[C:4]23,-170.9290979
5178152,Br[CH:1]([CH2:3]1)[C:2]2=[CH:5][CH:8]=[CH:10][C:7]3=[CH:11][CH:12]=[CH:9][C:6]1=[C:4]23,-287.5739967
5178153,Br[CH:1]([CH2:3]1)[C:2]2=[CH:5][CH:8]=[CH:10][C:7]3=[CH:11][CH:12]=[CH:9][C:6]1=[C:4]23,-682.4404696
5178154,Br[CH:1]1[CH2:3][CH2:6][C:4]2=[CH:7][C:9]3=[CH:11][CH:13]=[CH:12][CH:10]=[C:8]3[CH:5]=[C:2]12,-514.8313953
5178155,Br[CH:1]([C:3]1=[CH:4][CH:6]=[C:8]([CH3:9])[CH:7]=[CH:5]1)[CH3:2],-476.9527049
5178156,Cl[CH:1]1[CH2:3][CH2:6][C:4]2=[CH:7][CH:9]=[CH:8][CH:5]=[C:2]12,-363.0937193
5178157,Cl[CH:1]1[CH2:3][CH2:6][C:4]2=[CH:7][CH:9]=[C:8]([O:10][CH3:11])[CH:5]=[C:2]12,-359.3611795
5178158,Br[CH:1]([C:2]1=[CH:5][CH:8]=[CH:10][CH:7]=[C:4]12)[CH2:3][C:6]2=[O:9],-92.36243943
5178159,Br[CH:1]([C:2]1=[CH:5][CH:8]=[CH:10][CH:7]=[C:4]12)[CH2:3][C:6]2=[O:9],-51.29373957
5178162,Br[CH:1]1[CH2:3][C@H:6]([CH3:9])[C:4]2=[CH:7][CH:10]=[CH:8][CH:5]=[C:2]12,-400.5949858
5195349,O=C(OC)O[CH2:4]/[CH:2]=[CH:1]/[C:3]1=[CH:5][CH:7]=[CH:9][CH:8]=[CH:6]1,-674.1419978
5195350,O=C(OC)O[CH2:4]/[CH:2]=[CH:1]/[C:3]1=[CH:5][CH:7]=[CH:9][CH:8]=[CH:6]1,-606.8899429
5195351,O=C(OC)O[CH2:4]/[CH:2]=[CH:1]/[C:3]1=[CH:5][CH:7]=[CH:9][CH:8]=[CH:6]1,-671.9231919
5195352,O=C(OC)O[CH2:4]/[CH:2]=[CH:1]/[C:3]1=[CH:5][CH:7]=[CH:9][CH:8]=[CH:6]1,-561.1175913
5195353,O=C(OC)O[CH2:4]/[CH:2]=[CH:1]/[C:3]1=[CH:5][CH:7]=[CH:9][CH:8]=[CH:6]1,-635.0591678
5195354,O=C(OC)O[CH2:4]/[CH:2]=[CH:1]/[C:3]1=[CH:5][CH:7]=[CH:9][CH:8]=[CH:6]1,-634.8685024
5195355,O=C(OC)O[CH2:4]/[CH:2]=[CH:1]/[C:3]1=[CH:5][CH:7]=[CH:9][CH:8]=[CH:6]1,-336.7949445
5195356,O=C(OC)O[CH2:1]/[CH:2]=[CH:3]/[CH2:4][CH2:5][CH3:6],-287.3840878
5195357,O=C(OC)O[CH2:1]/[CH:2]=[CH:3]/[CH2:4][CH2:5][CH3:6],-326.6542936
5473974,[O:2]=[C:1]([C:4]1=[CH:7][CH:10]=[CH:13][CH:11]=[CH:8]1)[CH:3]2[CH:5]([CH2:9][CH2:12][CH:14]=[CH2:15])[NH:6]2,-750.4464086
5473975,CC(O[CH2:18]/[CH:16]=[CH:15]/[C:17]1=[CH:19][CH:21]=[CH:23][CH:22]=[CH:20]1)=O,-289.7404466
5473976,CC(O[CH2:4]/[CH:2]=[CH:1]/[C:3]1=[CH:5][CH:7]=[CH:9][CH:8]=[CH:6]1)=O,-520.5841882
5473979,[CH3:4][C:3]([CH3:5])=[CH:2][CH2:1]OC(C)=O,-289.7404466
5473981,[CH3:13][C:12]([CH3:14])=[CH:11][CH2:10]OC(C)=O,-364.6804755
5473983,CC(O[CH:1]([C:3]1=[CH:5][CH:8]=[CH:12][CH:9]=[CH:6]1)/[CH:2]=[CH:4]/[C:7]2=[CH:10][CH:13]=[CH:15][CH:14]=[CH:11]2)=O,-289.7410468
5473984,CC(O[CH:1]([C:3]1=[CH:5][CH:8]=[CH:12][CH:9]=[CH:6]1)/[CH:2]=[CH:4]/[C:7]2=[CH:10][CH:13]=[CH:15][CH:14]=[CH:11]2)=O,-751.4555843
5473986,CC(O[C@H:1]([CH:3]=[CH:5][CH2:7]1)[CH2:2][C@H:4]1[CH3:6])=O,-289.7410468
5473987,[O:3]=[C:1]([C@H:4]([CH2:7][CH:9]=[CH:10]1)[CH2:6][C@H:8]1OC(C)=O)[O:2][CH3:5],-289.7410468
5325530,[CH3:5]/[C:2]([CH2:1][C:3]1=[C:6]([OH:9])[CH:10]=[CH:12][CH:11]=[CH:7]1)=[CH:4]\[CH3:8],-501.2132252
5325531,[CH3:5]/[C:2]([CH2:1][C:3]1=[CH:6][C:9]([O:12][CH3:14])=[CH:13][CH:11]=[C:7]1[OH:10])=[CH:4]\[CH3:8],-615.6564772
5325532,[CH3:5]/[C:2]([CH2:1][C:3]1=[CH:6][C:9]([C:12]([CH3:15])([CH3:16])[CH3:14])=[CH:13][CH:11]=[C:7]1[OH:10])=[CH:4]\[CH3:8],-658.3521166
5325533,[CH3:5]/[C:2]([CH2:1][C:3]1=[C:6]([OH:9])[CH:10]=[CH:12][C:11]([CH3:13])=[CH:7]1)=[CH:4]\[CH3:8],-540.50076
5325534,[CH3:5]/[C:2]([CH2:1][C:3]1=[CH:6][C:9]([C:12]([CH3:14])=[O:15])=[CH:13][CH:11]=[C:7]1[OH:10])=[CH:4]\[CH3:8],-653.7576195
5325620,[O:3]=[C:1]([C:4]([C:6]([O:10][CH2:15][CH3:18])=[O:11])([CH2:8][C@@H:14]([2H])[CH:17]=[CH:13]1)[C@H:7]1[CH2:12][CH2:16][OH:19])[O:2][CH2:5][CH3:9],-922.2043387
